ID Substack,Titre,Sous-titre,Date publication,Statut publication,Audience,Section,Concepts,Personnages,Niveau canonique,URL,Archive maître,Médias,Relations,Mots,Liens sortants,Envois,Ouvertures,Provenance des métadonnées
sale-arabe,☿ SALE ARABE ! ☿,UNE COMPLEXITÉ QUI DISSOUT SA PROPRE INJONCTION — « Et si l'instabilité du langage protégeait autant qu'elle réduisait ? »,2026-07-07,publié,everyone,Individuation & Épicothérapie,Individuation · Épicothérapie,,,https://leverbevertical.substack.com/p/sale-arabe,,8,5,6073,15,53,27,Export Substack 10/08/2026
pronoia,☿ PRONOÏA ☿,Les 5 Axiomes que la Maladie m'a Enseignés,2026-07-09,publié,everyone,Individuation & Épicothérapie,,,,https://leverbevertical.substack.com/p/pronoia,,8,3,2834,14,54,36,Export Substack 10/08/2026
techno-sapiens-iii,⨝ TECHNO SAPIENS III ⨝,Civilisation Intérieure,2026-07-14,publié,everyone,Collaborations,,,,https://leverbevertical.substack.com/p/techno-sapiens-iii,,8,3,10979,25,60,34,Export Substack 10/08/2026
dev-perso-and-new-age,⊙ DEV PERSO & NEW AGE ⊙,Les 5 Fissures Historiques qui nous y ont Conduit.,2026-07-16,publié,everyone,Théories & Laboratoire conceptuel,Individuation,,,https://leverbevertical.substack.com/p/dev-perso-and-new-age,,9,4,6745,15,59,37,Export Substack 10/08/2026
lhymne-du-verbe-vertical,𝄞 L’HYMNE DU VERBE VERTICAL 𝄞,Rendre le monde lisible — par Les Chants des Arpenteurs,2026-07-20,publié,everyone,Manifestes philosophiques & institutionnels,L'Axe (verticalité),,,https://leverbevertical.substack.com/p/lhymne-du-verbe-vertical,,7,4,3532,22,55,27,Export Substack 10/08/2026
au-dela,𓆩 AU-DELÀ 𓆪 ,"« Papa, ton silence absolu m'enseigne que plus je me différencie de toi, plus je te ressemble. »",2026-07-21,publié,everyone,Individuation & Épicothérapie,,,,https://leverbevertical.substack.com/p/au-dela,,3,3,1285,6,56,33,Export Substack 10/08/2026
je-je-je,"« JE³, JE², Je. »",La Loi tombe. Le Soi vacille. Le Moi tient.,2026-07-29,publié,everyone,Individuation & Épicothérapie,,,,https://leverbevertical.substack.com/p/je-je-je,,5,3,819,10,64,31,Export Substack 10/08/2026
du-moralisateur-au-psychologisateur,⊙ DU MORALISATEUR AU PSYCHOLOGISATEUR ⊙,La Plus Grande Mutation du Regard de notre Société. ,2026-08-05,publié,everyone,Théories & Laboratoire conceptuel,Individuation,,,https://leverbevertical.substack.com/p/du-moralisateur-au-psychologisateur,,11,4,3372,26,69,48,Export Substack 10/08/2026
harmonis-mentis-prime,HARMONIS MENTIS PRIME,LE CODEX,2026-08-10,brouillon,everyone,Théories & Laboratoire conceptuel,,,,https://leverbevertical.substack.com/p/harmonis-mentis-prime,,6,3,434,5,69,10,Export Substack 10/08/2026
0dc,0dc,,,brouillon,only_paid,Théories & Laboratoire conceptuel,,,,https://leverbevertical.substack.com/p/0dc,,0,1,0,0,,,Export Substack 10/08/2026
196,196,,,brouillon,everyone,Théories & Laboratoire conceptuel,,,,https://leverbevertical.substack.com/p/196,,0,1,0,0,,,Export Substack 10/08/2026
421,421,,,brouillon,only_paid,Théories & Laboratoire conceptuel,,,,https://leverbevertical.substack.com/p/421,,0,1,0,0,,,Export Substack 10/08/2026
59b,59b,,,brouillon,only_paid,Théories & Laboratoire conceptuel,,,,https://leverbevertical.substack.com/p/59b,,0,1,0,0,,,Export Substack 10/08/2026
762,762,,,brouillon,everyone,Théories & Laboratoire conceptuel,,,,https://leverbevertical.substack.com/p/762,,0,1,0,0,,,Export Substack 10/08/2026
82e,82e,,,brouillon,everyone,Théories & Laboratoire conceptuel,,,,https://leverbevertical.substack.com/p/82e,,0,1,0,0,,,Export Substack 10/08/2026
8bf,8bf,,,brouillon,everyone,Théories & Laboratoire conceptuel,,,,https://leverbevertical.substack.com/p/8bf,,0,1,0,0,,,Export Substack 10/08/2026
8ca,8ca,,,brouillon,only_paid,Théories & Laboratoire conceptuel,,,,https://leverbevertical.substack.com/p/8ca,,0,1,0,0,,,Export Substack 10/08/2026
903,903,,,brouillon,everyone,Théories & Laboratoire conceptuel,,,,https://leverbevertical.substack.com/p/903,,0,1,0,0,,,Export Substack 10/08/2026
intuition-numineuse-theorie-a-mettre,Intuition numineuse — théorie à mettre à l'épreuve,,,publié,,Théories & Laboratoire conceptuel,,,,https://leverbevertical.substack.com/p/intuition-numineuse-theorie-a-mettre,,0,3,,,,,Export Substack 10/08/2026
a3f,a3f,,,brouillon,everyone,Théories & Laboratoire conceptuel,,,,https://leverbevertical.substack.com/p/a3f,,0,1,0,0,,,Export Substack 10/08/2026
bd0,bd0,,,brouillon,only_paid,Théories & Laboratoire conceptuel,,,,https://leverbevertical.substack.com/p/bd0,,0,1,0,0,,,Export Substack 10/08/2026
copy-jecris-pour-survivre,copy-jecris-pour-survivre,,,brouillon,everyone,Théories & Laboratoire conceptuel,L'Axe (verticalité),,,https://leverbevertical.substack.com/p/copy-jecris-pour-survivre,,27,2,1912,49,,,Export Substack 10/08/2026
copy-le-feminin-matriciel,copy-le-feminin-matriciel,,,brouillon,everyone,Théories & Laboratoire conceptuel,,,,https://leverbevertical.substack.com/p/copy-le-feminin-matriciel,,8,1,10980,25,,,Export Substack 10/08/2026
copy-lhymne-du-verbe-vertical,copy-lhymne-du-verbe-vertical,,,brouillon,everyone,Théories & Laboratoire conceptuel,L'Axe (verticalité),,,https://leverbevertical.substack.com/p/copy-lhymne-du-verbe-vertical,,7,2,3532,22,,,Export Substack 10/08/2026
copy-techno-sapiens-iii,copy-techno-sapiens-iii,,,brouillon,everyone,Théories & Laboratoire conceptuel,,,,https://leverbevertical.substack.com/p/copy-techno-sapiens-iii,,23,1,10919,24,,,Export Substack 10/08/2026
le-feminin-matriciel,le-feminin-matriciel,,,brouillon,everyone,Théories & Laboratoire conceptuel,,,,https://leverbevertical.substack.com/p/le-feminin-matriciel,,7,1,684,9,,,Export Substack 10/08/2026
le-verbe-vertical-and-o-verbe-axial,le-verbe-vertical-and-o-verbe-axial,,,brouillon,everyone,Théories & Laboratoire conceptuel,La Crise Existentielle,,,https://leverbevertical.substack.com/p/le-verbe-vertical-and-o-verbe-axial,,4,2,103,0,,,Export Substack 10/08/2026
